1,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9,10,10,10,10
2,0.30793,0.25,0.67391,29,0.76098,0.25,0.82609,30,0.17996,0,0.43478,25,0.58406,0.25,0.78261,27,0.65678,0.5,0.73913,19,0.40308,0.25,0.82609,36,0.12647,0,0.69565,34,0.64604,0.5,0.78261,20,0.44332,0.25,0.71739,18,0.26641,0,0.021739,2
3,0.51556,0.25,0.065217,1,0.22836,0,0.021739,38,0.65164,0.5,0.71739,17,0.55253,0.25,0.78261,22,0.53842,0,0.80435,37,0.44542,0.25,0.78261,27,0.63212,0.5,0.78261,8,0.26917,0,0.021739,3,0.38819,0.25,0.36957,8,0.45911,0.5,0.71739,22
4,0.65781,0.5,0.23913,1,0.32237,0,0.13043,11,0.58891,0.5,0.76087,19,0.69672,0.25,0.78261,29,0.31287,0.25,0.84783,33,0.43463,0.25,0.78261,27,0.42602,0.25,0.71739,28,0.26894,0,0.021739,3,0.21744,0,0.13043,28,0.45911,0.5,0.71739,22
5,0.44746,0.25,0.45652,18,0.32273,0,0.086957,9,0.23923,0,0.086957,5,0.56622,0.25,0.78261,18,0.51284,0.25,0.78261,31,0.48672,0.25,0.78261,29,0.49882,0.5,0.76087,16,0.27065,0,0.021739,3,0.45876,0,0.065217,3,0.47676,0.5,0.76087,29
6,0.50372,0.25,0.19565,2,0.25993,0,0.065217,34,0.24989,0,0.086957,5,0.73067,0.25,0.78261,29,0.21236,0,0.82609,39,0.32245,0.25,0.78261,32,0.44173,0.25,0.76087,28,0.23653,0,0.021739,4,0.55282,0.5,0.13043,3,0.46293,0.5,0.71739,21
7,0.38787,0.25,0.15217,3,0.28436,0,0.086957,24,0.52114,0.5,0.5,2,0.47129,0.25,0.71739,16,0.47708,0.25,0.84783,37,0.32044,0.25,0.78261,34,0.42711,0.25,0.71739,28,0.23633,0,0.021739,4,0.26995,0,0.086957,5,0.26538,0,0.043478,4
8,0.33256,0,0.15217,13,0.19574,0,0.065217,35,0.25001,0,0.086957,5,0.78457,0.5,0.78261,14,0.34901,0.25,0.82609,28,0.4762,0.5,0.65217,7,0.42602,0.25,0.71739,28,0.67935,0.5,0.84783,23,0.21826,0,0.36957,24,0.50327,0.5,0.71739,17
9,0.42788,0,0.15217,13,0.22081,0,0.065217,36,0.54967,0.25,0.1087,0,0.77666,0.5,0.78261,16,0.34901,0.25,0.82609,28,0.4309,0.25,0.78261,28,0.59894,0.5,0.76087,8,0.51013,0.5,0.65217,21,0.36486,0.25,0.69565,26,0.39963,0.25,0.065217,1
10,0.90137,0.75,0.23913,1,0.28391,0,0.065217,27,0.69439,0.5,0.76087,30,0.77673,0.5,0.78261,15,0.60865,0,0.80435,38,0.46837,0.25,0.78261,29,0.44575,0.5,0.80435,29,0.39085,0.25,0.63043,19,0.34302,0.25,0.67391,25,0.36061,0.25,0.73913,24
11,0.33239,0,0.021739,2,0.2561,0,0.58696,38,0.46665,0.5,0.76087,21,0.37421,0.25,0.65217,15,0.51675,0,0.82609,38,0.32245,0.25,0.78261,32,0.5985,0.5,0.78261,10,0.29832,0,0.021739,2,0.26242,0,0.1087,8,0.66418,0.5,0.80435,27
12,0.38866,0.25,0.69565,24,0.28776,0,0.1087,19,0.60357,0.5,0.73913,29,0.45529,0.25,0.78261,21,0.37573,0.25,0.80435,34,0.46273,0.25,0.78261,27,0.49838,0.5,0.76087,18,0.24182,0,0.021739,3,0.2144,0,0.23913,28,0.64291,0.5,0.82609,28
13,0.34027,0.25,0.58696,18,0.31169,0,0.45652,23,0.6294,0.5,0.78261,27,0.42434,0.25,0.78261,21,0.62726,0,0.82609,38,0.18246,0,0.6087,31,0.45554,0.25,0.82609,28,0.68544,0.5,0.73913,17,0.63296,0.5,0.84783,35,0.30231,0,0.043478,2
14,0.54776,0.5,0.76087,31,0.19167,0,0.32609,38,0.57702,0.25,0.78261,22,0.49244,0.5,0.78261,9,0.39625,0.25,0.80435,33,0.19458,0,0.78261,40,0.46548,0.25,0.84783,26,0.71952,0.75,0.84783,21,0.51924,0.25,0.1087,3,0.48724,0.5,0.67391,21
15,0.22877,0,0.43478,31,0.22461,0,0.15217,37,0.6457,0.5,0.78261,24,0.45319,0.25,0.78261,23,0.37573,0.25,0.80435,34,0.20231,0,0.56522,29,0.48791,0.5,0.80435,25,0.27072,0,0.021739,3,0.22513,0,0.28261,28,0.51156,0.5,0.80435,22
16,0.56677,0.5,0.36957,0,0.20684,0,0.54348,37,0.61453,0.5,0.76087,21,0.6709,0.25,0.78261,24,0.69503,0.25,0.82609,35,0.45579,0.25,0.78261,29,0.5985,0.5,0.78261,10,0.67741,0.5,0.86957,24,0.33977,0.25,0.67391,26,0.30768,0,0.043478,3
17,0.45948,0.25,0.80435,25,0.19167,0,0.32609,38,0.64483,0.5,0.78261,23,0.57553,0.25,0.78261,24,0.39407,0.25,0.80435,35,0.13435,0,0.78261,40,0.51708,0.5,0.76087,22,0.24725,0,0.021739,3,0.22759,0,0.32609,29,0.80301,0.5,0.80435,26
18,0.41586,0.25,0.5,7,0.31636,0,0.086957,19,0.56043,0.25,0.76087,22,0.70796,0.5,0.47826,15,0.47191,0.25,0.73913,33,0.36345,0.25,0.84783,27,0.14076,0,0.23913,22,0.7018,0.5,0.80435,23,0.24692,0,0.30435,22,0.52002,0.5,0.73913,22
19,0.80657,0.5,0.86957,34,0.24443,0,0.54348,37,0.64466,0.5,0.78261,24,0.45312,0.25,0.78261,24,0.496,0,0.82609,38,0.46001,0.25,0.84783,29,0.60439,0.5,0.78261,27,0.41297,0.25,0.65217,19,0.24276,0,0.5,26,0.63831,0.5,0.76087,17
20,0.50743,0.5,0.58696,20,0.25693,0,0.56522,37,0.57384,0.25,0.76087,23,0.76902,0.5,0.76087,28,0.27994,0.25,0.84783,37,0.2238,0,0.82609,39,0.59673,0.25,0.82609,26,0.53139,0.5,0.73913,22,0.24692,0,0.30435,22,0.80079,0.5,0.80435,25
21,0.49307,0.25,0.58696,19,0.37438,0.25,0.73913,26,0.57702,0.25,0.78261,22,0.51867,0.25,0.78261,21,0.36151,0.25,0.82609,28,0.45579,0.25,0.78261,29,0.59673,0.25,0.82609,26,0.68495,0.5,0.71739,17,0.21096,0,0.47826,28,0.59676,0.5,0.6087,19
22,0.37421,0.25,0.6087,17,0.24443,0,0.54348,37,0.5769,0.5,0.78261,25,0.58096,0.5,0.80435,18,0.50851,0.25,0.84783,37,0.32537,0,0.13043,6,0.51799,0.5,0.76087,20,0.56517,0.5,0.73913,23,0.2447,0,0.52174,26,0.49908,0.5,0.63043,19
23,0.84051,0.75,0.86957,34,0.31636,0,0.086957,19,0.6294,0.5,0.78261,27,0.78031,0.5,0.76087,8,0.61406,0,0.80435,38,0.096754,0,0.80435,41,0.46548,0.25,0.82609,26,0.56497,0.5,0.73913,24,0.22188,0,0.43478,29,0.51434,0.5,0.71739,21
24,0.8288,0.5,0.82609,33,0.53351,0.5,0.67391,15,0.72671,0.5,0.78261,27,0.41933,0.25,0.80435,22,0.61558,0.25,0.78261,33,0.10995,0,0.80435,41,0.52817,0.5,0.78261,3,0.27811,0,0.043478,4,0.22213,0,0.47826,26,0.80811,0.5,0.80435,26
25,0.76028,0.75,0.32609,3,0.32911,0,0.17391,11,0.61213,0.5,0.67391,19,0.41925,0.25,0.80435,23,0.60851,0.25,0.78261,32,0.35431,0.25,0.41304,4,0.51715,0.5,0.76087,21,0.67749,0.5,0.84783,23,0.27201,0,0.30435,22,0.29732,0,0.043478,3
26,0.50589,0.25,0.84783,27,0.36764,0.25,0.73913,27,0.60448,0.5,0.78261,25,0.61849,0.5,0.71739,12,0.47112,0.25,0.80435,26,0.18207,0,0.80435,40,0.51409,0.5,0.78261,16,0.70442,0.5,0.78261,23,0.36596,0.25,0.65217,21,0.50327,0.5,0.71739,17
27,0.27386,0,0.6087,30,0.26318,0,0.065217,33,0.56145,0.25,0.76087,23,0.77769,0.5,0.76087,14,0.48281,0,0.80435,38,0.17125,0,0.82609,40,0.6239,0.5,0.76087,11,0.70442,0.5,0.78261,23,0.35933,0.25,0.82609,30,0.5956,0.5,0.6087,19
28,0.2568,0,0.63043,33,0.26318,0,0.065217,33,0.56444,0.25,0.76087,23,0.45335,0.25,0.78261,21,0.51073,0.25,0.78261,34,0.1811,0,0.43478,29,0.48617,0.5,0.73913,24,0.67757,0.5,0.84783,22,0.34683,0.25,0.82609,30,0.79755,0.5,0.80435,26
29,0.50589,0.25,0.84783,27,0.53366,0.5,0.67391,13,0.61332,0.5,0.73913,19,0.51627,0.5,0.65217,6,0.56754,0.25,0.84783,37,0.59441,0.5,0.73913,26,0.49832,0.5,0.76087,19,0.52898,0.5,0.71739,22,0.22857,0,0.30435,29,0.27848,0,0.021739,4
