0.52544,0.18675,0.35302,3,0.45747,0.17021,0.33575,34,0.48878,0.125,0.19087,15,0.66073,0.21333,0.48366,33,0.40332,0.11765,0.28889,8,0.60947,0.46154,0.55022,6,0.5237,0.24324,0.44586,3,0.50059,0.16883,0.41142,40,0.69539,0.37681,0.70419,14
0.50072,0.20482,0.42416,0,0.61659,0.36702,0.50155,60,0.65214,0.4375,0.56017,30,0.54354,0.28,0.36275,5,0.37517,0.088235,0.35556,16,0.48076,0.38462,0.51092,2,0.63811,0.40541,0.34713,36,0.48994,0.20779,0.51282,19,0.64102,0.33333,0.61589,17
0.50775,0.21084,0.3745,7,0.57863,0.29255,0.41451,53,0.66427,0.4375,0.39834,55,0.54251,0.24,0.27451,37,0.44048,0.088235,0.40741,5,0.42282,0.25641,0.38865,3,0.58715,0.32432,0.31529,17,0.4565,0.16883,0.53497,71,0.59131,0.30435,0.69757,23
0.53405,0.21084,0.52752,2,0.63602,0.39894,0.5171,6,0.60695,0.375,0.62241,7,0.43762,0.093333,0.21569,6,0.46569,0.17647,0.46667,7,0.68898,0.38462,0.56332,0,0.56191,0.32432,0.49045,2,0.49278,0.22078,0.56061,5,0.71425,0.43478,0.64901,1
0.5351,0.21084,0.54362,0,0.67843,0.42553,0.59171,56,0.7026,0.4375,0.51452,37,0.59904,0.38667,0.67647,9,0.5214,0.17647,0.51111,18,0.57694,0.34615,0.64629,2,0.52988,0.13514,0.51911,43,0.52305,0.23377,0.62937,5,0.77124,0.5942,0.74172,7
0.5669,0.22892,0.59597,25,0.7269,0.51596,0.61554,60,0.65609,0.3125,0.72614,32,0.65927,0.41333,0.69281,19,0.51573,0.17647,0.55556,25,0.82269,0.57692,0.72052,1,0.6916,0.45946,0.60191,32,0.54155,0.27273,0.72494,48,0.79046,0.62319,0.83885,20
0.53957,0.21687,0.50201,5,0.6316,0.36702,0.47876,12,0.63099,0.375,0.47718,0,0.44404,0.08,0.13072,3,0.41395,0.14706,0.32593,19,0.69946,0.39744,0.45415,0,0.57298,0.32432,0.44268,7,0.5113,0.23377,0.33916,1,0.5953,0.24638,0.27373,0
0.55617,0.21687,0.31141,8,0.58201,0.28723,0.42073,22,0.62488,0.25,0.22822,1,0.72586,0.36,0.5,4,0.42177,0.17647,0.35556,18,0.70603,0.35897,0.55895,1,0.55521,0.24324,0.52866,50,0.6021,0.28571,0.35082,4,0.77751,0.63768,0.76821,14
0.48293,0.18072,0.4443,10,0.645,0.36702,0.49637,83,0.69346,0.5,0.46473,34,0.59398,0.30667,0.42157,16,0.48609,0.14706,0.5037,36,0.45994,0.30769,0.48908,1,0.55448,0.24324,0.27389,22,0.49942,0.23377,0.50583,18,0.72662,0.53623,0.56733,23
0.53457,0.19277,0.40268,6,0.59075,0.26064,0.4943,48,0.56689,0.1875,0.23237,14,0.68236,0.32,0.61438,11,0.39899,0.088235,0.40741,12,0.68292,0.32051,0.58079,1,0.47348,0.16216,0.53503,31,0.54075,0.27273,0.44056,4,0.74435,0.55072,0.77263,20
