0.56248,0.22892,0.46309,3,0.60464,0.2766,0.27461,1,0.62126,0.25,0.48133,25,0.58457,0.24,0.39216,0,0.73359,0.34615,0.27074,0,0.60197,0.32432,0.35032,0,0.50709,0.24675,0.4697,51,0.56457,0.20909,0.31812,25,0.70464,0.4058,0.22517,1
0.49674,0.19277,0.35436,8,0.60794,0.33511,0.44041,54,0.68113,0.4375,0.40249,36,0.56361,0.26667,0.26797,12,0.42301,0.23077,0.35808,1,0.57811,0.21622,0.21975,22,0.49994,0.28571,0.44755,15,0.48842,0.23636,0.38589,8,0.63975,0.31884,0.52759,22
0.53618,0.21687,0.29933,3,0.50285,0.21277,0.37617,54,0.57538,0.1875,0.20747,10,0.67262,0.37333,0.43464,2,0.43547,0.051282,0.17031,16,0.45592,0.13514,0.35669,11,0.48707,0.20779,0.36946,0,0.61302,0.30909,0.36929,4,0.74931,0.52174,0.68874,0
0.53932,0.21084,0.36107,5,0.48718,0.20213,0.35648,26,0.5685,0.25,0.25726,0,0.64852,0.32,0.48693,12,0.72894,0.4359,0.57205,6,0.49242,0.21622,0.44904,3,0.48512,0.14286,0.49767,3,0.60961,0.34545,0.49516,29,0.77673,0.52174,0.75276,16
0.48799,0.1747,0.10067,0,0.35332,0.085106,0.14404,15,0.34785,0.1875,0.095436,6,0.58329,0.24,0.14379,1,0.47764,0.038462,0.065502,2,0.37965,0.081081,0.12102,8,0.50891,0.22078,0.25991,19,0.5062,0.2,0.14938,0,0.47696,0.10145,0.083885,1
0.51021,0.24699,0.33289,9,0.61165,0.22872,0.29948,19,0.5431,0.3125,0.53942,35,0.47972,0.28,0.33007,16,0.59255,0.51282,0.49782,1,0.62735,0.35135,0.3121,39,0.52885,0.20779,0.338,13,0.44685,0.18182,0.26694,21,0.51326,0.24638,0.55188,2
0.52503,0.21687,0.43893,1,0.62021,0.31915,0.50881,46,0.63177,0.375,0.46058,16,0.60695,0.26667,0.56209,10,0.52646,0.35897,0.51965,0,0.55145,0.27027,0.29936,28,0.48996,0.18182,0.47669,3,0.49583,0.17273,0.3527,7,0.60925,0.27536,0.63797,0
0.53453,0.22289,0.38389,19,0.58187,0.30851,0.38446,21,0.51321,0.25,0.50207,33,0.47761,0.32,0.37255,26,0.54867,0.33333,0.39301,1,0.69469,0.35135,0.33121,13,0.51228,0.22078,0.30769,34,0.46479,0.18182,0.30429,13,0.56727,0.31884,0.63797,16
0.54192,0.22289,0.54362,8,0.65995,0.44681,0.5544,56,0.69944,0.375,0.61411,38,0.63127,0.36,0.66993,9,0.60291,0.42308,0.64192,2,0.56872,0.32432,0.51274,23,0.52256,0.25974,0.59674,29,0.54571,0.2,0.55463,39,0.71053,0.55072,0.63797,11
0.53953,0.22892,0.58926,0,0.7321,0.49468,0.60311,52,0.77958,0.5625,0.639,50,0.63662,0.4,0.68627,23,0.62434,0.47436,0.69432,2,0.61527,0.35135,0.59873,45,0.56334,0.2987,0.70629,46,0.51684,0.22727,0.57261,15,0.78579,0.62319,0.8234,32
