0.52864,0.21084,0.4953,4,0.13084,0.69444,0.42021,0.53368,48,0.22475,0.66571,0.37333,0.58497,2,0.22047,0.47362,0.17647,0.40741,12,0.13483,0.72449,0.44872,0.61572,1,0.31963,0.64646,0.51351,0.4586,32,0.20994,0.57076,0.25974,0.59907,16,0.067682,0.49767,0.26364,0.41632,12,0.14112,0.60624,0.33333,0.63576,17,0.12885
0.4994,0.1988,0.27517,0,0.1779,0.57057,0.23936,0.30259,16,0.1875,0.60176,0.25333,0.26471,20,0.24359,0.54024,0.26471,0.32593,3,0.23077,0.43432,0.20513,0.20961,0,0.25397,0.63175,0.2973,0.21338,31,0.21154,0.58123,0.31169,0.40676,3,0.11268,0.501,0.18182,0.2213,0,0.14815,0.52918,0.18841,0.40839,0,0.10236
0.55258,0.20482,0.56107,7,0.11644,0.68315,0.48404,0.59585,58,0.23853,0.62007,0.33333,0.59804,18,0.1938,0.38878,0.14706,0.48889,17,0.1,0.74086,0.48718,0.62009,8,0.34545,0.65,0.43243,0.50318,21,0.1641,0.49064,0.15584,0.64569,30,0.038035,0.5547,0.21818,0.56017,13,0.093204,0.73354,0.5942,0.81015,37,0.18807
0.5728,0.22289,0.37987,3,0.16481,0.45078,0.16489,0.33782,55,0.12062,0.59664,0.26667,0.48366,1,0.17937,0.42265,0.14706,0.33333,12,0.12658,0.69405,0.52564,0.47598,0,0.4385,0.5813,0.2973,0.38854,5,0.13836,0.51555,0.24675,0.60023,90,0.064189,0.60101,0.23636,0.37206,5,0.1372,0.75388,0.50725,0.70861,0,0.17949
0.5581,0.22289,0.55436,67,0.12781,0.7339,0.49468,0.52746,3,0.26686,0.7383,0.42667,0.67974,4,0.22615,0.61379,0.41176,0.48148,12,0.28283,0.85,0.58974,0.66376,2,0.4,0.65378,0.43243,0.47771,33,0.17112,0.6175,0.33766,0.57459,14,0.091228,0.59153,0.23636,0.55325,48,0.10196,0.71343,0.43478,0.51435,1,0.19868
0.56509,0.19277,0.51544,23,0.11636,0.64819,0.37234,0.54819,35,0.19526,0.6922,0.36,0.66993,6,0.19286,0.5148,0.26471,0.48889,21,0.18,0.77935,0.46154,0.63755,16,0.32143,0.54642,0.16216,0.53185,23,0.058823,0.49431,0.19481,0.66667,32,0.046225,0.61224,0.25455,0.53527,67,0.11268,0.77454,0.53623,0.75938,15,0.17918
0.57023,0.21084,0.54497,14,0.12238,0.67351,0.42553,0.56995,26,0.2168,0.75392,0.42667,0.66993,9,0.22857,0.52206,0.23529,0.54815,30,0.14815,0.83033,0.5641,0.69869,2,0.36975,0.56379,0.24324,0.5828,64,0.081818,0.55844,0.28571,0.64452,19,0.069841,0.63983,0.29091,0.62241,10,0.11429,0.79738,0.62319,0.82561,19,0.19413
0.56606,0.21687,0.54899,17,0.12522,0.68932,0.46277,0.54715,21,0.24302,0.61923,0.33333,0.64052,3,0.1845,0.4282,0.14706,0.44444,11,0.10638,0.77085,0.44872,0.58515,10,0.33019,0.62356,0.35135,0.44586,16,0.14689,0.52946,0.20779,0.59674,22,0.054329,0.55993,0.22727,0.53389,32,0.10081,0.7438,0.57971,0.66225,29,0.2168
0.56698,0.22289,0.57718,9,0.12416,0.70873,0.48404,0.61451,48,0.23303,0.66763,0.37333,0.70915,9,0.19178,0.45971,0.14706,0.53333,19,0.094339,0.85902,0.61538,0.70306,1,0.40167,0.65413,0.45946,0.56051,18,0.15962,0.53366,0.22078,0.69231,15,0.05067,0.57514,0.23636,0.59613,10,0.096118,0.76592,0.62319,0.8234,22,0.19457
0.57287,0.24096,0.5745,1,0.13468,0.65443,0.42021,0.58964,51,0.20872,0.60193,0.38667,0.69608,22,0.20139,0.41385,0.14706,0.47407,35,0.10204,0.81696,0.53846,0.63319,14,0.37668,0.63099,0.40541,0.60828,16,0.13158,0.50679,0.24675,0.68182,46,0.057402,0.57453,0.20909,0.59889,17,0.084714,0.78286,0.65217,0.83223,36,0.20179
0.51655,0.24096,0.31544,9,0.1995,0.55956,0.24468,0.24249,1,0.21801,0.59995,0.25333,0.3366,8,0.21348,0.55299,0.26471,0.37778,5,0.21176,0.52496,0.41026,0.48472,1,0.33862,0.52884,0.35135,0.38217,3,0.1656,0.50554,0.18182,0.34732,24,0.074666,0.50884,0.22727,0.26833,20,0.16447,0.58964,0.31884,0.70861,16,0.11282
0.54073,0.21084,0.51409,11,0.1275,0.66008,0.39362,0.5285,37,0.21203,0.6617,0.38667,0.63725,2,0.21481,0.46032,0.11765,0.36296,15,0.096385,0.78305,0.46154,0.61572,0,0.32877,0.5595,0.2973,0.28981,15,0.17187,0.534,0.20779,0.51399,21,0.061776,0.54765,0.22727,0.44537,23,0.11574,0.59037,0.23188,0.3245,12,0.14815
0.50712,0.23494,0.34765,1,0.18353,0.68146,0.37766,0.41865,2,0.23986,0.55758,0.25333,0.38235,4,0.19792,0.53932,0.26471,0.27407,5,0.25352,0.45633,0.012821,0.017467,3,0.02439,0.68193,0.40541,0.33121,12,0.21277,0.51634,0.16883,0.29837,25,0.078078,0.53453,0.21818,0.25864,2,0.16162,0.62813,0.15942,0.24062,1,0.1236
0.53888,0.22892,0.45101,7,0.15139,0.64123,0.32447,0.4601,13,0.19304,0.66458,0.36,0.58824,2,0.21176,0.4391,0.088235,0.3037,21,0.08,0.81136,0.60256,0.58515,0,0.4434,0.64499,0.21622,0.24204,8,0.14159,0.58797,0.2987,0.4697,13,0.095833,0.48719,0.22727,0.42739,10,0.11933,0.56205,0.31884,0.28256,17,0.22335
0.55584,0.22892,0.46443,14,0.14844,0.61964,0.34574,0.46839,1,0.20312,0.47778,0.04,0.10458,21,0.056074,0.4649,0.17647,0.40741,4,0.13483,0.75522,0.42308,0.48035,0,0.35106,0.63414,0.37838,0.41401,12,0.16766,0.44796,0.14286,0.50816,9,0.042885,0.49065,0.14545,0.38589,8,0.082262,0.65062,0.23188,0.54084,0,0.10191
0.56339,0.19277,0.5557,39,0.11034,0.71946,0.48404,0.56477,73,0.24829,0.53579,0.17333,0.31373,15,0.15205,0.48595,0.20588,0.47407,15,0.14286,0.77813,0.47436,0.59825,3,0.34419,0.69643,0.40541,0.46815,28,0.16304,0.53989,0.20779,0.60023,57,0.054054,0.54456,0.20909,0.47165,37,0.102,0.74564,0.56522,0.64018,19,0.21727
0.54694,0.1988,0.51544,8,0.12,0.63898,0.35106,0.56373,58,0.18033,0.70528,0.36,0.61765,23,0.20455,0.42285,0.088235,0.46667,16,0.061855,0.57048,0.35897,0.56332,5,0.27053,0.53114,0.18919,0.49045,27,0.073298,0.49829,0.16883,0.55478,32,0.047016,0.58216,0.23636,0.49378,14,0.11135,0.76362,0.57971,0.75276,32,0.19512
0.56303,0.22289,0.55034,5,0.12847,0.65886,0.41489,0.57513,53,0.20996,0.64061,0.34667,0.67647,23,0.1844,0.42384,0.11765,0.48889,12,0.08,0.74137,0.39744,0.60262,15,0.28704,0.60682,0.40541,0.56051,14,0.14084,0.49003,0.15584,0.62005,29,0.039409,0.57097,0.22727,0.56432,12,0.096525,0.75707,0.57971,0.78366,38,0.18868
0.55824,0.22289,0.56242,11,0.1265,0.67549,0.41489,0.56995,51,0.21138,0.68774,0.32,0.57516,39,0.19123,0.45738,0.17647,0.5037,48,0.11765,0.60549,0.42308,0.61572,16,0.30137,0.54825,0.21622,0.51911,21,0.08,0.524,0.23377,0.6352,66,0.057878,0.59181,0.24545,0.55878,44,0.10506,0.77656,0.5942,0.77483,31,0.19524
0.54791,0.22289,0.44027,7,0.1498,0.62001,0.35106,0.43938,3,0.21569,0.58445,0.28,0.55556,2,0.17143,0.33645,0.14706,0.28889,16,0.13699,0.66737,0.33333,0.37555,0,0.31707,0.55045,0.27027,0.28981,30,0.15625,0.51236,0.22078,0.46387,22,0.071579,0.5267,0.18182,0.45367,24,0.091324,0.67367,0.47826,0.45033,0,0.24176
0.56766,0.20482,0.55839,3,0.11684,0.72186,0.5,0.59378,59,0.24704,0.63559,0.37333,0.67974,8,0.19788,0.54383,0.23529,0.45926,12,0.16667,0.7981,0.5,0.63319,16,0.34978,0.60198,0.40541,0.51911,22,0.15,0.51358,0.15584,0.62937,22,0.038898,0.58589,0.23636,0.54633,13,0.10297,0.75806,0.62319,0.71082,16,0.21995
0.54366,0.22289,0.34631,54,0.17453,0.5868,0.30851,0.45492,69,0.18501,0.68431,0.34667,0.41176,36,0.25871,0.48394,0.11765,0.4,14,0.090909,0.50922,0.28205,0.48035,1,0.23404,0.50164,0.13514,0.3949,29,0.062111,0.53861,0.20779,0.38811,19,0.078048,0.6147,0.33636,0.42877,12,0.17619,0.71948,0.43478,0.66887,44,0.16129
0.54495,0.1988,0.53423,0,0.11702,0.73415,0.49468,0.56269,52,0.25445,0.67836,0.33333,0.6732,10,0.17794,0.51994,0.17647,0.47407,8,0.12245,0.78591,0.44872,0.66376,2,0.30435,0.63567,0.43243,0.51911,32,0.16,0.55282,0.25974,0.67949,15,0.060606,0.58803,0.19091,0.49378,7,0.089935,0.77481,0.63768,0.766,4,0.21154
0.56604,0.21687,0.54497,6,0.12587,0.67723,0.44681,0.53368,76,0.23898,0.57957,0.30667,0.57516,25,0.18327,0.46215,0.17647,0.48889,26,0.12,0.72453,0.34615,0.52402,25,0.27273,0.59222,0.32432,0.49363,10,0.125,0.52474,0.16883,0.60373,32,0.043697,0.57361,0.23636,0.5325,14,0.10505,0.76422,0.47826,0.6181,35,0.18911
0.52755,0.23494,0.39329,1,0.16993,0.55805,0.21277,0.31917,29,0.16129,0.66793,0.30667,0.48039,18,0.20721,0.46722,0.23529,0.41481,8,0.17778,0.73469,0.41026,0.51965,1,0.32487,0.57765,0.37838,0.46497,12,0.15301,0.54575,0.2987,0.46037,49,0.097457,0.49107,0.21818,0.35408,11,0.13115,0.59954,0.27536,0.63576,17,0.10644
0.557,0.1988,0.54631,9,0.11518,0.67954,0.44681,0.56062,58,0.23045,0.53189,0.12,0.26144,10,0.11613,0.46064,0.20588,0.47407,15,0.14286,0.82811,0.52564,0.58079,1,0.38863,0.63352,0.37838,0.48726,15,0.14737,0.5165,0.20779,0.61888,14,0.052631,0.51808,0.2,0.50207,10,0.093023,0.6727,0.30435,0.57174,22,0.12805
0.51935,0.18072,0.23624,9,0.17544,0.5609,0.25,0.39378,9,0.16549,0.64577,0.24,0.39542,9,0.18367,0.3336,0.088235,0.14815,6,0.11111,0.4125,0.038462,0.017467,1,0.073171,0.42642,0.081081,0.1242,2,0.078947,0.50859,0.18182,0.21212,0,0.10811,0.47238,0.16364,0.21715,14,0.13483,0.49553,0.13043,0.13245,0,0.13953
0.57775,0.20482,0.55973,16,0.11664,0.63923,0.36702,0.57617,62,0.18548,0.70239,0.34667,0.65033,26,0.18978,0.44545,0.11765,0.47407,20,0.081632,0.75622,0.44872,0.62445,3,0.31674,0.60867,0.32432,0.57962,13,0.10959,0.47646,0.19481,0.65035,68,0.047244,0.5728,0.22727,0.574,29,0.095238,0.78216,0.6087,0.79249,47,0.19626
0.55235,0.23494,0.48993,2,0.14689,0.59559,0.28191,0.45803,64,0.16825,0.59506,0.29333,0.52941,3,0.18565,0.38897,0.088235,0.42222,10,0.065934,0.66963,0.28205,0.45852,8,0.24044,0.56372,0.27027,0.47134,7,0.10811,0.50256,0.23377,0.52797,15,0.067924,0.5785,0.21818,0.47994,20,0.10503,0.74669,0.53623,0.63576,0,0.20728
0.54989,0.21687,0.55034,0,0.125,0.67738,0.42553,0.56269,41,0.21888,0.66674,0.32,0.67647,11,0.17021,0.39346,0.088235,0.48889,24,0.06,0.72928,0.4359,0.64192,1,0.30222,0.58936,0.35135,0.57962,37,0.11872,0.51048,0.22078,0.61422,6,0.056291,0.58859,0.23636,0.58091,8,0.098113,0.75553,0.6087,0.80574,14,0.19355
0.57358,0.22892,0.57852,4,0.1273,0.68706,0.45213,0.57306,67,0.22942,0.63566,0.38667,0.70261,18,0.2,0.49952,0.20588,0.51111,35,0.13592,0.78782,0.46154,0.61135,15,0.33027,0.59775,0.2973,0.52548,31,0.10891,0.52703,0.22078,0.65851,33,0.052959,0.57636,0.16364,0.53665,12,0.072289,0.76804,0.56522,0.73731,35,0.19355
